여행지ID,여행지명칭,지역구분,분류,태그,내용 유형,카피라이터,홈페이지,주소,여행지 경도,여행지 위도,여행지 특징,여행지 코스소개,여행지 누적 추천수,여행지 누적 관심수,여행지 등록일,여행지 찾아가는 길,여행지 연관 계절정보
,정인회식당,강원,음식점,기타,,,,강원도 양양군 강현면 낙산사로 32,128.6300822,38.12017909,,"낙산해수욕장이 바로 내다보이는 밀집된 횟집 촌에 비해 바다는 그리 잘 보이지 않지만 횟집촌만의 분주한 모습이 아닌 한적하고 조용한 분위기가 장점이다. 낙산 정인회식당은 주로 거진항과 대진항, 남해와 주문진에서 활어를 공급받아 하루를 넘기지 않고 사용하고 있다고 한다. 대형 수조의 활어들의 움직임을 보면 얼마나 신선한지 눈으로 직접 확인할 수 있다. 내부는 깔끔하고 환한 분위기이며 원목으로 된 식탁이 나무의 모습을 그대로 살린 기둥과 어우러져 독특한 분위기를 자아낸다. 주 메뉴는 활어회이지만 생태찌개와 알탕 등의 국물이 있는 찌개류 역시 시원한 맛이 일품이다.  화장실: 남/녀 화장실 구분",0,0,2020-05-07 14:34,,
,정칼국수,울산,음식점,기타,,,,울산광역시 남구 왕생로62번길 11(달동),129.3331073,35.53941825,,영업 시간 : 11:00 ~ 21:30대표 메뉴 : 칼국수신용 카드 정보 : 없음전화번호 :052-258-0220(정보제공자: 울산광역시청),0,0,2020-05-07 14:34,,
,정혜사(순천),전남,관광지,문화유적,,,,전라남도 순천시 서면 정혜사길 32(서면),127.5143127,35.06201964,,"순천시 서면 청소리 계족산 중턱에 자리한 정혜사는 통일신라 시대 말 보조국사 체징선사(804~880년, 장흥보림사 구산선문 중 가지산파의 창시자)께서 창건하셨고, 제2창건은 혜철국사께서 창건 중창하셨다는기록이 1854년(철종 5년) 대웅전 상량문에 기록으로 남아 있다. 이 지방에서는 아주 오래된 사찰이라는 뜻으로 '고사절'이라는 이름으로도 불렸으며대한불교조계종 제19교구 본사 화엄사 말사이다. 또한 송광사 원감국사 충지스님이서기(1226~1293년)에 스님의 스승에 대해 쓴 '혜소국사 제문' 등에 보면 정혜사는 혜소국사가 창건했다는 기록도 있다.임진왜란 때인 선조 20년(1592)에 소실되어 흔적만 남아있는 것을 임진왜란 이후에신욱스님께서 정사년(1671년, 광해군 9년)에 법당 3칸을 중창하셨다는 기록이 대웅전 상량문에 기록으로 남아 있다.1725년(영조 원년)에 새로 삼존불을 조성했는데 수미단 위의 중앙에는 아미타불을 주존으로 모시고 좌측에는 관세음보살을,우측에는 대세지보살을 협시불로 안치하였다는 내용이 '불상대좌명문'에 기록으로 남아 있다.이러한 기록으로 보아 대웅전은 1671년의 건축물인 것으로 보인다.대웅전은 1984년 11월 30일 보물 제804호로 지정되었으며 지정 사유는 정혜사의 역사가 깊고 대웅전 건물이그 시대의 건축물 특성을 잘 갖추고 있는 다포양식의 웅장한 건축물이기 때문이다.지금의 정혜사는 송광사 제6대 원감국사이신 충지스님(1226~1293)께서 큰 원력을 세우셔서 쇄락해 가는 도량을 관음기도로 부흥시켜 본래의 모습을 되찾았다고 한다.그래서 지금도 전국에 잘 알려지지 않은 관음기도 도량으로 명성이 나있으며 간절히 기도 발원하면 꼭 소원이 이루어진다는 영험 있는 도량으로 알려져 있다. 순천읍지와 동국여지승람에는 정혜사에 부처님의 진신 치사리를 봉안했다는 기록이 나와 있으나 현존하지는 않는다.대웅전 현판의 글씨는 안동 김씨 세도정치의 기반을 수 놓은 순조의 장인 김조순(1765년-1832년)의 글씨이다.천 년의 숨결이 느껴지고 오랜 연륜을 자랑하고 있는 천 년 고찰 정혜사는 단아하고 중후한 멋을 한껏 자랑하고 있으며보조국사의 정혜쌍수의 진리를 생각나게 하기에 충분하고 천 년의 역사를 다시 써 내려가고 있다.특히 덕림 스님의 큰 원력으로 종각 불사를 시작으로 공양간, 보제루, 일주문 불사로 대 가람의 면모를 잘 갖추어 가고 있다. 화장실:있음한국어 안내서비스:경내 안내 가능 외국어 안내서비스:불가 내국인 예약안내:전화/홈페이지 예약가능",0,0,2020-05-07 14:34,,
,제로플레이스,충남,숙박,기타숙박,,,,충청남도 서산시 해미면 일락골길 367-19,126.5761335,36.72417798,,"제로플레이스 펜션 1층에 카페를 운영하고 있다. 카페 내에는 건축, 미술, 디자인 관련 서적들이 비치되어 있으며,다양한 분야의 크리에이터의 작품들이 전시되어 있다. 카페 앞은 통유리 창으로 되어 있어 황락호수를 바라보며 커피 한 잔을 즐길 수 있다.",0,0,2020-05-07 14:34,,
,제부도 모세거리,경기,관광지,기타관광지,,,,경기 화성시 서신면 제부리 190-198,126.621098,37.163185,,"제부도는 이스라엘의 종교적 지도자이자 민족적 영웅인 모세(Moses)와 관련된 모세의 기적을 볼 수 있는 환상의 섬이다. 총면적 0.98km²의 작은 섬으로 하루에 두 번씩 썰물 때면 어김없이 바닷물이 양쪽으로 갈라지며 맞은편의 육지 송교리까지 오갈 수 있는 2.3km 길이의 갯벌이 드러나 환상적인 풍경이 연출된다. 이는 화성시가 자랑하는 화성8경 중 하나로 제부모세 또는 제부해활이라고 부른다.  20여 년 전까지만 해도 사람들이 허벅지까지 빠져가며 건너야 하는 갯벌이었으나 1980년대 말에 시멘트로 포장하여 현재는 자동차도 다닐수 있는 '물속의 찻길'이 되었다. 썰물 때 바닷물이 빠져나가면 갯벌을 가로지르는 폭 6.5m의 탄탄한 포장길이 드러나는데 이 포장길 양쪽으로 폭이 500m가 넘는 넓은 갯벌이 펼쳐진다. 연간 수백만 명의 관광객들이 제부모세 현상을 보기 위해 이곳으로 몰려든다.  경기도가 2007년에 음식문화 시범거리로 지정 활어회, 바지락칼국수, 조개구이 등 향토음식을 맛볼 수 있다. 화장실: 있음",0,0,2020-05-07 14:34,,
,제부도해수욕장,경기,체험,기타레저,,,,경기도 화성시 서신면 해안길 260,126.6181483,37.16441951,,"육지 같지만 육지가 아닌 섬 제부도의 유일한 해수욕장이다.섬 한쪽 측면을 모두 해수욕장으로 운영할 만큼 1.8km에 달하는 긴 백사장을 자랑한다.하루 두 번 바닷길이 열리며 바닥을 드러낸 길을 따라 차를 타고 들어갈 수 있다.많아도 엄청 많은 조개구이집이 먼저 떠오르는 제부도해수욕장은 탁 트인 바다와 위락시설들이 잘 갖추어져있어 많은 사람들이 찾는다.서울에서 그리 멀지 않기 때문에 피서 철에는 수도권 피서객들이 많이 찾으며 관광지로 유명한 해수욕장답게 대형 천막이나 파 라솔, 튜브 같은 피서 용품들도 대여해 준다. 워낙 넓고 긴 백사장이기 때문에 썰물 때는 멀리 나가지 않고도 갯벌체험을 할 수 있다.도로로 올라가는 나무 계단 위에는 갯벌이 묻은 손과 발을 씻을 수 있는 간이 개수대가 곳곳에 설치되어 있어 관광객에 대한 배 려를 느낄 수 있다.두 개의 주차장도 무료이고 시간 제약은 있지만 샤워시설도 무료로 이용할 수 있어서 상혼에 물들지 않는 제부도의 인심을 보여 준다.썰물 때는 그 모습이 제대로 드러나지만 밀물이 되면 수면 위로 절반 정도만 드러나는 매바위는 제부도 해수욕장의 심볼이 다.[주변시설]갯벌체험장, 매바위, 캠핑장, 글램핑장, 펜션&모텔[기타]제부도해수욕장에는 두 개의 주차장이 있다.갯벌체험 시 편리한 갯벌체험장 부근 주차장, 해수욕 시에는 해수욕장 부근 공영주차장이 편리하다.",0,0,2020-05-07 14:34,,
,제암리 3.1운동 순국기념관,경기,관광지,전시관,,,,경기도 화성시 향남읍 제암길 50,126.8922134,37.12615655,,"제암리 3.1운동 순국기념관은 수원에서 남서쪽으로 약 20km 지점에 위치한 조용한 농촌마을로서 일명 두렁바위라고도 불려지는 이곳은 1919년 3.1 독립만세운동 시 이곳 주민들이 발안장터에서 격렬한 만세운동을 벌이자 만세운동에 대한 주모인사 명단을 입수한 일본 헌병 30여명이 4월15일 오후 2시경 제암교회에 주민을 모이게 한 뒤 모든 문을 폐쇄하여 감금시키고 교회에 불을 지른 후, 교회를 향하여 무차별 총격을 가하여  23명을 학살하고 30여채의 가옥을 불태워버린 선조의 한과 넋이 서린 곳이다.제암리 학살사건이 있은 지 63년이 지나서야 마을에서 4km 떨어진 도이리 공동묘지에 평토장으로 안장되었던 유해를 발굴하여 제암교회 뒷동산 양지바른 곳에 유택을 마련하였으며 후세에 이 사실을 기리기 위한 기념비와 전시관, 교육관 조형물 등을 설치하여 나라 사랑 정신을 일깨우는 산 교육장으로 활용하고 있다. * 규모 - 1,306㎡ (395평)   입 장 료:무료 이용가능시설:* 기념관1) 전시장 - 키오스크(전자관람시스템)2) 시청각실 - 좌석수 30인3) 제1전시관 - 제암리에서 일어난 3.1운동에 관한 역사적 자료 전시4) 제2전시관 - 경기도와 전국의 3.1운동에 관한 역사적 자료 전시 * 3.1 정신교육관화성지역의 독립만세운동을 동영상으로 관람할 수 있는 시청각실과 기념관 관람객이 한복을 입고 태극기를 손에 들고 만세삼창을 재현함으로써 나라사랑을 몸소 실천할 수 있는 역사의 신교육장 * 23인 상징조각물 / 23인 순국묘지 / 3.1 운동 순국기념탑 / 제암교회 화장실:있음한국어 안내서비스:문화해설사 가능(사전연락 후 방문)",0,0,2020-05-07 14:34,,
,제암산자연휴양림,전남,관광지,기타관광지,,,,전라남도 보성군 웅치면 대산길 330(웅치면),126.9890263,34.6988654,,"제암산의 사계는 봄에는 철쭉으로, 여름에는 풍부한 수량으로 가을에는 억새가,겨울에는 설화가 아름다운 산이다. 하지만 산의 명칭이 말하듯  모든 산을 압도하는 황제의 산이기도 하다.인근에는 용추계곡이 있어  휴가철에는 연인원 10만여명의 인파가 몰리는 영산이다.또한, 제암산에서 승용차로 한 고개만 넘으면 파란바다의 절경이 눈앞에 펼쳐지는율포해수욕장 관광지가 있어서 제암산 자연휴양림을 둘러 본 후, 율포해수욕장도 함께 많이 찾는 곳이기도 하다.  등산로:* 제암산 등산로  휴양림 - 정상의 임금바위 - 휴양림(10.5km, 2시간 소요) * 제암산/일림산 등산로 휴양림 - 제암산 정상 - 곰재 - 제암산철쭉군락지 - 사자산(미봉) - 일림산 - 한치재, 용추계곡(5시간 소요)입 장 료:개인 - 어른 1,000원 / 청소년, 군인 600원 / 어린이 400원단체 - 어른 800원 / 청소년, 군인 500원 / 어린이 300원※ 어른(만 19세 이상) / 청소년(만 13세 이상 18세 이하) / 군인(전투경찰, 의무경찰, 공익근무요원 포함)※ 단체 : 30인 이상※ 입장료감면- 만 6세 이하 또는 만 65세 이상인 자 - 공무수행을 위하여 출입하는 자- 국가유공자와 그 배우자- 1급~3급 장애인- 국민기초생활수급자- 제암휴양관, 숲속의 집 등 숙박시설을 이용할 목적으로 입장하는 자 - 보성군에 주소를 두고 있는 자 (단, 신분증 지참할 것)이용가능시설:[숙박시설] 야영장, 숲속의집[임간수련장][편의시설] 산책로, 등산로, 정자, 잔디광장[교육시설] 조수사육장[체육시설] 어린이놀이터, 물놀이터 등[위생시설] 음수대시설이용료:[제암휴양관]성수기 및 주말, 공휴일 70,000~300,000원비수기 주중 50,000~200,000원 [숲속휴양관]성수기 및 주말, 공휴일 60,000~100,000원비수기 주중 40,000~80,000원 [숲속교육관]성수기 및 주말, 공휴일 250,000~500,000원비수기 주중 200,000~400,000원 [숲속의집]성수기 및 주말, 공휴일 100,000~200,000원비수기 주중 80,000~180,000원 [몽골텐트]성수기 및 주말, 공휴일 20,000원 / 비수기 주중 15,000원 [야영장(데크)] 10,000원 [하이테크] 성수기 및 주말, 공휴일 25,000원 / 비수기 주중 20,000원[족구장데크] 성수기 및 주말, 공휴일 30,000원 / 비수기 주중 20,000원[잔디광장]100,000원 [에코어드벤처(에코짚라인포함)]성수기 및 주말, 공휴일 7,000~15,000원비수기 주중 5,000~13,000원 [전용짚라인]성수기 및 주말, 공휴일 25,000원비수기 주중 20,000원 ※ 성수기 : 5. 1. ~ 8. 31.(4개월)※ 주말 : 매주 금요일, 토요일※ 공휴일 : 『관공서의 공유일에 관한 규정』 제2조를 준용한 공휴일 전일(前日)※ 제암휴양관, 숲속의 집 이용시간 : 당일 14:00～익일 11:00※ 몽골텐트, 야영장, 하이테크 , 족구장데크 : 사용시간 종료 후 1시간 이상 추가 사용시 일일 사용료 징수※ 객실이용객 이불 추가 요청의 경우 : 이불 1채당 10,000원 추가요금 징수화장실:있음주차요금:소형(35인승 이하), 화물차(4톤 미만) - 3,000원(당일)* 대형(35인승 이상 버스), 화물차(4톤 이상) - 5,000원(당일)* 경차(1000CC 미만)  1500원(당일)※ 보성군에 주소를 두고 국가유공자, 국민기초생활수급권자, 다문화가정, 1~3급 장애인 주차료 전액 감면내국인 예약안내:홈페이지 예약(전화예약 불가)",1,0,2020-05-07 14:34,,
,제주 라임오렌지빌,제주,숙박,펜션,,,http://www.limevil.co.kr,제주특별자치도 서귀포시 칠십리로 332,126.5872539,33.2462316,,"제주도 중문해수욕장에 위치한 라임오렌지 펜션은 지중해풍의 하얀 건물에 오렌지색 지붕이 얹어진 동화 속 그림 같은 펜션이다. 원룸형부터 독채형 객실까지 다양하게 준비된 펜션은 마치 작은 마을을 이루듯 옹기종기 모여 있어 더욱 정겹고 편안한 분위기를 자아낸다. 객실마다 취사도구가 갖춰져 있어 취사가 가능하며 TV, 에어컨은 물론 인터넷이 가능한 PC도 준비되어 있다.펜션 주위로는 넓고 푸른 초원이 펼쳐져 있어 전원적인 풍경을 연출하며, 바비큐 파티를 즐길 수 있는 시설과 아기자기한 분위기의 예쁜 레스토랑이 함께 있어 머무는 동안 아름다운 추억을 만들 수 있다. 객실명:에버그린객실크기:28평객실수:3기준인원:6최대인원:8※ 위 정보는 2019년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망비수기주중최소:180000(성수기: 330000)비수기주말최소:210000(성수기: 330000)객실명:오렌지객실크기:19평객실수:4기준인원:4최대인원:6※ 위 정보는 2019년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망비수기주중최소:140000(성수기: 300000)비수기주말최소:160000(성수기: 300000)객실명:스토리룸 15평객실크기:15평객실수:1기준인원:2최대인원:4※ 위 정보는 2019년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망비수기주중최소:160000(성수기: 300000)비수기주말최소:180000(성수기: 300000)객실명:에버 씨사이드객실크기:13평객실수:2기준인원:2최대인원:4※ 위 정보는 2019년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망비수기주중최소:120000(성수기: 210000)비수기주말최소:140000(성수기: 210000)객실명:별채객실크기:20평객실수:1기준인원:4최대인원:6※ 위 정보는 2019년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망비수기주중최소:140000(성수기: 300000)비수기주말최소:160000(성수기: 300000)객실명:스토리룸 13평객실크기:13평객실수:2기준인원:2최대인원:4※ 위 정보는 2019년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망비수기주중최소:140000(성수기: 280000)비수기주말최소:160000(성수기: 280000)객실명:돔하우스객실크기:7평객실수:3기준인원:2최대인원:3※ 위 정보는 2019년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망비수기주중최소:130000(성수기: 180000)비수기주말최소:140000(성수기: 180000)객실명:허니문마운틴객실크기:13평객실수:2기준인원:2최대인원:4※ 위 정보는 2019년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망비수기주중최소:100000(성수기: 180000)비수기주말최소:120000(성수기: 180000)객실명:허니문씨사이드객실크기:13평객실수:3기준인원:2최대인원:4※ 위 정보는 2019년 07월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망비수기주중최소:120000(성수기: 210000)비수기주말최소:140000(성수기: 210000)",0,0,2020-05-07 14:34,,
,제주 레저스포츠대축제 2019,제주,삭제,축제/행사,,,,제주특별자치도 제주시 중앙로 2(삼도이동),126.5243032,33.51790613,,,0,0,2020-05-07 14:34,,
,제주 메이플호텔 [한국관광 품질인증/Korea Quality],제주,숙박,호텔,,,,제주특별자치도 제주시 원노형3길 41(노형동),126.4817437,33.48652559,,"메이플호텔은 제주국제공항에서 차량으로 5분 거리이며 노형동오거리 인근에 위치한다.제주도청 등이 자리한 신제주 지역에 있어 편리한 시설과 다양한 맛집 등을 활용할 수 있다. 메이플호텔은 패밀리룸 트윈룸, 더블룸으로 나누며, 패밀리룸은 더블침대와 넓은 휴식 공간이 있다.트윈룸은 싱글베드와 더블베드가 있으며 2명이 여유롭게 쉴 수 있는 공간이다.더블룸은 더블베드 하나와 2인용 미니테이블이 있다.각 객실에 놓인 침대, 테이블, 옷장, 화장대 등은 모두 지역 공방에서 원목으로 제작한 것이다.비교적 넓은 객실에 깔끔하고 청결해 여행객들의 만족도가 높다. 메이플호텔에서 이호테우해수욕장까지 불과 7분 정도면 닿는다. 여름철 해수욕은 물론 사계절 인기 있는 해변이다.도두항, 용두암, 동문재래시장, 제주도민속자연사박물관, 사라봉 역시 15분 이내에 있다.특히 동문시장은 해산물은 기본 기념품 구입하기에 좋고, 오메기떡 등 제주만의 고유한 맛을 찾아가는 미식여행지로도 인기있다.   객실명:더블객실크기:6평객실수:0기준인원:2최대인원:4 비수기주중최소:60000(성수기: 60000)비수기주말최소:60000(성수기: 60000)객실명:트윈객실크기:7평객실수:0기준인원:2최대인원:4 비수기주중최소:70000(성수기: 70000)비수기주말최소:70000(성수기: 70000)객실명:패밀리객실크기:15평객실수:0기준인원:4최대인원:82인 기준 10만원4인 기준 14만원비수기주중최소:140000(성수기: 140000)비수기주말최소:140000(성수기: 140000)",0,0,2020-05-07 14:34,,
,제주 산방산탄산온천,제주,관광지,기타관광지,,,,제주특별자치도 서귀포시 안덕면 사계북로41번길 192(안덕면),126.2988177,33.24916006,,"산방산 온천은 三島(마라도, 가파도, 형제도), 五山(한라산, 산방산, 군산, 송악산, 단산)의 중심에 위치한 제주 최초의 대중온천이며, 국내에서도 희귀한 탄산온천이다.  2004년 5월 사계온천원보호지구(제주도 고시 제2004-12호)로 지정, 2005년 3월 부지면적 11,111㎡에 건축면적1,000여 평, 동시수용 1,000명이 가능한  대중온천장 산방산온천원탕 “구명수(鳩鳴水, 비둘기 울음소리가 나는 물)” 건축면적 150여 평의 대중음식점 “상고지(제주 방언으로 무지개라는 뜻)”를 개장하였다. 예로부터 탄산온천은 심장천으로 알려져 있는데, 이는 탄산가스가 피부로부터 흡수되면서 모세혈관을 자극하여 혈관을 확장시켜 혈행을 좋게 하여 혈압을 내리고 심장의 부담을 줄여주기 때문이다. * 구명수(鳩鳴水)의 유래 *아득한 옛날 이 지역에 괴질이 번지고 있었다. 치료방법을 몰라 고민하던 대정현감의 꿈길에 백발노인이 나타나 박쥐깃털  자락에  명약이 있음을가르쳐 주었다. 그 박쥐를 찾아다니던 현감은 마침내, 석양에 붉게 날아오르는 박쥐 한 마리를 보았다. 눈앞에 보이는 단산(簞山)의 형상이 바로 그것이었다. “이곳이다” 하고 칼을 꽂자마자 땅속에서 물이 펑펑 솟아올랐고, 주민들이 그 물을 마시고 목욕을  하자 그 오랜 병마가 씻은 듯 사라졌다는 이야기가 있다.  입 장 료:대인 12,000원/ 소인(24개월~초등생) 5,000원제주도민 - 성인 8,000원 /소인(24개월~초등생) 5,000원 이용가능시설: 사우나, 찜질방, 노천탕, 숙박시설, 식당, 수면실, 휴게실, 수영장, 게스트하우스, 전신관리실, 카페테라스 시설이용료: 노천탕 3,000원 / 찜질방 2,000원 / 수영복 대여료 2,000원",0,0,2020-05-07 14:34,,
,제주 세계자연유산센터,제주,관광지,전시관,,,http://www.jeju.go.kr/wnhcenter/index.htm,제주특별자치도 제주시 조천읍 선교로 569-36,126.7147325,33.45691592,,"제주 세계자연유산센터는 대한민국에서 유일한 유네스코 세계자연유산으로서의 가치를 널리 알리기 위해 조성되었다. 4D영상관에서 제주의 환상적인 자연을 온몸으로 느끼고, 리프트를 타고 제주도 탄생과정 체험, 직접 가 볼 수 없는 용암 동굴 체험 등 교과서에 실린 세계자연유산 제주를 직접 체험해 볼 수 있다. 제주 세계자연유산센터는 2007년 유네스코 세계자연유산 등재, 2009 환경부 선정 생태관광 20선, 2010 한국형 생태관광 10모델에 선정된 대표적인 생태관광지 유네스코 세계자연유산 거문오름에 위치해 있다.* 개관일 2012년 9월 4일 대관안내 : [대관시설] 세미나실, 기획전시실(사용승인 신청서는 사용예정일 3일전까지 도지사에게 제출되어야 함)",0,0,2020-05-07 14:34,,
,제주 이호테우축제 2019,제주,삭제,축제/행사,,,,제주특별자치도 제주시 도리로 20(이호이동),126.4559652,33.49616578,,,0,0,2020-05-07 14:34,,
,제주 추사관,제주,관광지,기타관광지,,,http://www.jeju.go.kr/chusa/index.htm,제주특별자치도 서귀포시 대정읍 추사로 44,126.2785639,33.2498069,,"제주추사관은 조선후기 대학자이자 예술가인 추사 김정희 선생의 삶과 학문 예술세계를 기리기 위해 지난 2010년 5월 건립되었다. 제주추사관의 전신은 1984년 지주지역 예술인들과 제주사 연구자들의 노력으로 건립된 추사유물전 시관이다. 그러나 전시관이 낡은데다, 2007년 10월 추사유배지가 국가지정문화재로 승격되면서 그 격에 걸맞게 재건립되어야 한다는 여론에 따라 새롭게 제주추사관을 완공하였다. 제주추사관은 추사기념홀을 비롯해 3개의 전시실과 교육실, 수장고 등의 시설을 갖추고 있으며, 부국문화재단, 추사동호회 등에서 기증해 주신 '예산김정희종가유물일괄', 추사 현판 글씨, 추사 편지 글씨, 추사 지인의 편지 글씨 등을 전시하고 있다.",0,0,2020-05-07 14:34,,
,제주4·3평화공원,제주,관광지,공원,,,,제주특별자치도 제주시 명림로 430,126.620052,33.45172054,,"역사 이래로 영웅만을 기념하던 인류는 20세기에 이르러서야 민초들의 역사를 기념하기 시작했다. 제주 4.3평화공원은 4.3사건으로 인한 제주도 민간인 학살과 처절한 삶을 기억하고 추념하며, 화해와 상생의 미래를 열어가기 위한 평화 인권기념공원이다. 제주 4.3평화공원 조성사업은 제주4.3사건에 대한 공동체적 보상의 하나로 이루어졌으며, 4.3특별법 공포(2000), 공원부지 매입, 조성기본계획 연구 용역, 현상공모, 건축공사, 전시물 제작 및 설치 등이 이어여 2008년 3월 28일 개관하게 되었다.  입 장 료: 무료 이용가능시설:[주요시설] 제주4·3평화기념관, 위령제단, 추념광장, 수변공간 봉안관, 행방불명인표석, 조형물(귀천, 비설), 위령탑, 각명비 화장실: 있음주차요금: 무료",0,0,2020-05-07 14:34,,
,제주광어대축제 2019,제주,삭제,축제/행사,,,,제주특별자치도 제주시 청사로 59,126.5251815,33.49056195,,,0,0,2020-05-07 14:34,,
,제주국제관광마라톤축제 2019,제주,삭제,축제/행사,,,,제주특별자치도 제주시 구좌읍 김녕로 209(구좌읍),126.7623261,33.55627237,,,0,0,2020-05-07 14:34,,
,제주다원 녹차미로공원,제주,관광지,공원,,,,제주특별자치도 서귀포시 산록남로 1240(색달동),126.4188396,33.2971261,,"중문관광단지에서 12분 거리. 한라산 해발 500m 청정지역에 위치하고 있으며, 서귀포 70경 중 제 1경이라 할 만큼 아름다운 전망을 자랑합니다. 한라산 중턱에서 바라보는 싱그런 녹차밭과 가슴 속까지 뻥~ 뚫리는 막힘없는 뷰와 수평선 끝가지 제주도 남쪽 먼바다를 한 눈에 바라볼 수 있는 파노라마로 펼쳐진 풍경을 감상할 수 있습니다. 5만평규모의 드넓은 녹차밭과 순수 녹차나무로만 이루어진 녹차미로 5개 코스 (총 5단계 레벨)와 전망대, 해먹체험장, 동물농장, 티카페, 핑크뮬리정원 등 다양한 포토존과 볼거리, 즐길거리가 준비되어 있습니다. ※ 반려견 동반 여행 정보- 탐방로, 둘레길, 포토존, 카페- 대형경도 목줄만 잘 차면 입장 가능  입 장 료:* 성인 8,000원 / 청소년 7,000원 / 어린이 6,000원 /경로 5,000원 / 장애인 5,000원",0,0,2020-05-07 14:34,,
,제주도립미술관,제주,관광지,전시관,,,,제주특별자치도 제주시 1100로 2894-78(연동),126.4897521,33.45254893,,"제주도립미술관은 아름답고 청정한 제주의 자연 속에 세워진 ‘예술의 빛과 숨결이 넘치는 숲 속의 미술관’이다. 그 속에 제주의 전통문화에 바탕을 둔 문화예술의 역사를 오롯하게 담아내었다. 제주미술사는 물론 세계미술사, 세계미술의 흐름까지 함께 조망해 볼 수 있다. 특히, 한국의 대표적인 화가 장리석 화백의 기증작품 110점을 감상할 수 있는 장리석기념관을 비롯하여 상설전시와 기획전시, 장리석전시실, 야외전시실 등을 통하여 예술의 경지에 이르는 창의성과 다양성 등 훌륭한 작품 세계를 감상할 수 있다.  또한, 다양한 문화예술 프로그램을 기획, 진행해 나가고 있다.  한국어 안내서비스:[작품설명] 1일 2회(11:00, 15:00) 대관안내:[대관시설] 기획전시실(대), 기획전시실(소), 시민갤러리, 강당, 세미나실[대관허가 절차] 인터넷 다운로드 또는 미술관 안내데스크에서 신청서 수령 - 전시일 30일전까지 신청서 제출 - 심사 - 접수일로부터 4일 이내 결정 통지",0,1,2020-05-07 14:34,,
,제주러브랜드,제주,관광지,전시관,,,,제주특별자치도 제주시 1100로 2894-72(연동),126.4883912,33.45210729,,"국내 유일의 성(性)을 주제로 한 테마조각공원 제주러브랜드.홍익대 미대 조소과 출신의 신인,중견 작가 20여명이 2년여의 제작기간을 거쳐 2004년 11월 16일 드디어 국내 최초로 성테마 조각공원이 문을 열었다.39,667m²(12,000평)의 대지 위에 야외 조각작품 100여점과 실내 미술관에 40여점의 조각품이 전시되어 있으며공원 전체가 거대한 랜드아트(대지미술)로 작품화되어 있다.제주도 유일의 야간 관광지로 관람시간은 오전 9시부터 밤 12시까지일년 365일 관람객들을 맞이하고 있으며 관람 소요시간은 주간 30분, 야간 40분이 소요된다.공원 내에 유리돔 레스토랑과 노천까페,아트샵도 있어 볼거리, 먹거리, 살거리와 함께 촉각체험작품을 직접 작동해 보면 색다른 즐거움을 맛볼 수 있는 곳이다.즐거움과 해학으로 가득찬 조각공원 제주러브랜드는 휴식과 관광, 에로티시즘이 가미된 새로운 볼거리를 제공하며,외설이 아닌 예술의 공간으로 성을 아름답고 개방된 곳에서 만날 수 있다.* 규모 39,667㎡ (12,000평) 입 장 료:성인 개인 12,000원/ 단체 11,000원경로,유공자,장애인 개인 10,000원/ 단체 9,000원제주도민 10,000원※ 단체 30인 이상※ 미성년자 입장불가(청소년 휴게실 운영)※ 경로 65세이상, 유공자 본인에 한함※ 할인대상자는 신분증 소지자에 한함이용가능시설:백록미술관1관, 백록미술관2관, 아트샵, 쉼팡(스낵코너), 어린이 휴게실화장실:있음주차요금:무료",0,0,2020-05-07 14:34,,
